TITLE,URL,RATING,AVAILABILITY,PRICE GBP,PRICE USD
Let It Out: A Journey Through Journaling,let-it-out-a-journey-through-journaling_708/index.html,five,instock,26.79,23.4
Lady Midnight (The Dark Artifices #1),lady-midnight-the-dark-artifices-1_707/index.html,five,instock,16.28,14.22
Abstract City,abstract-city_658/index.html,five,instock,56.37,49.23
All the Light We Cannot See,all-the-light-we-cannot-see_660/index.html,five,instock,29.87,26.09
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,five,instock,50.62,44.21
Brain on Fire: My Month of Madness,brain-on-fire-my-month-of-madness_669/index.html,five,instock,49.32,43.07
The Hobbit (Middle-Earth Universe),the-hobbit-middle-earth-universe_447/index.html,five,instock,17.8,15.54
Gratitude,gratitude_163/index.html,five,instock,26.66,23.28
Gone Girl,gone-girl_162/index.html,five,instock,37.6,32.84
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,five,instock,15.42,13.47
The Barefoot Contessa Cookbook,the-barefoot-contessa-cookbook_440/index.html,five,instock,59.92,52.33
Dear Mr. Knightley,dear-mr-knightley_684/index.html,five,instock,11.21,9.79
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,five,instock,37.51,32.76
Fifty Shades Freed (Fifty Shades #3),fifty-shades-freed-fifty-shades-3_156/index.html,five,instock,15.36,13.41
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,five,instock,51.75,45.19
El Deafo,el-deafo_691/index.html,five,instock,57.62,50.32
The Red Tent,the-red-tent_273/index.html,five,instock,35.66,31.14
God: The Most Unpleasant Character in All Fiction,god-the-most-unpleasant-character-in-all-fiction_697/index.html,five,instock,30.03,26.22
Greek Mythic History,greek-mythic-history_698/index.html,five,instock,10.23,8.93
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,five,instock,14.75,12.88
Disrupted: My Misadventure in the Start-Up Bubble,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,five,instock,15.28,13.34
Dead Wake: The Last Crossing of the Lusitania,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,five,instock,39.24,34.27
How to Stop Worrying and Start Living,how-to-stop-worrying-and-start-living_431/index.html,five,instock,46.49,40.6
Dark Places,dark-places_144/index.html,five,instock,23.9,20.87
Crazy Rich Asians (Crazy Rich Asians #1),crazy-rich-asians-crazy-rich-asians-1_143/index.html,five,instock,49.13,42.9
You (You #1),you-you-1_784/index.html,five,instock,43.61,38.08
"1,000 Places to See Before You Die",1000-places-to-see-before-you-die_1/index.html,five,instock,26.08,22.78
