title,url,rating,price,availability,price usd
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,three,45.24,instock,39.51
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,four,34.96,instock,30.53
"Giant Days, Vol. 1 (Giant Days #1-4)",giant-days-vol-1-giant-days-1-4_22/index.html,four,56.76,instock,49.57
"Fruits Basket, Vol. 1 (Fruits Basket #1)",fruits-basket-vol-1-fruits-basket-1_21/index.html,five,40.28,instock,35.18
Frankenstein,frankenstein_20/index.html,two,38.0,instock,33.18
Forever Rockers (The Rocker #12),forever-rockers-the-rocker-12_19/index.html,three,28.8,instock,25.15
Fighting Fate (Fighting #6),fighting-fate-fighting-6_18/index.html,three,39.24,instock,34.27
Emma,emma_17/index.html,two,32.93,instock,28.76
"Eat, Pray, Love",eat-pray-love_16/index.html,three,51.32,instock,44.82
Deep Under (Walker Security #1),deep-under-walker-security-1_15/index.html,five,47.09,instock,41.12
Choosing Our Religion: The Spiritual Lives of America's Nones,choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,four,28.42,instock,24.82
Charlie and the Chocolate Factory (Charlie Bucket #1),charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,three,22.85,instock,19.95
Charity's Cross (Charles Towne Belles #4),charitys-cross-charles-towne-belles-4_12/index.html,one,41.24,instock,36.01
Bright Lines,bright-lines_11/index.html,five,39.07,instock,34.12
Bridget Jones's Diary (Bridget Jones #1),bridget-joness-diary-bridget-jones-1_10/index.html,one,29.82,instock,26.04
Bounty (Colorado Mountain #7),bounty-colorado-mountain-7_9/index.html,four,37.26,instock,32.54
Blood Defense (Samantha Brinkman #1),blood-defense-samantha-brinkman-1_8/index.html,three,20.3,instock,17.73
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,five,34.65,instock,30.26
Beyond Good and Evil,beyond-good-and-evil_6/index.html,one,43.38,instock,37.88
Alice in Wonderland (Alice's Adventures in Wonderland #1),alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,one,55.53,instock,48.49
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,four,57.06,instock,49.83
A Spy's Devotion (The Regency Spies of London #1),a-spys-devotion-the-regency-spies-of-london-1_3/index.html,five,16.97,instock,14.82
1st to Die (Women's Murder Club #1),1st-to-die-womens-murder-club-1_2/index.html,one,53.98,instock,47.14
"1,000 Places to See Before You Die",1000-places-to-see-before-you-die_1/index.html,five,26.08,instock,22.78
